fips,PST045214,PST045213,PST040210,PST120214,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010213,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030213,LND110210,POP060210
20101,1687,1720,1750,-3.6,-1.7,1750,4.7,22.3,23.1,50.3,95.5,0.8,1.2,0.2,0.1,2.3,5.6,91.1,89.2,1.7,4.7,90.9,22.7,133,14.6,980,77.8,5.6,58200,808,1.96,31694,53021,10.3,66,368,-6.1,178,391,0.0,0.0,0.0,0.0,0.0,0.0,0,12245,13628,7841,0,0,717.46,2.4
20103,78797,78234,76227,3.4,2.6,76227,6.6,24.3,12.3,46.6,85.1,9.8,0.9,1.3,0.2,2.8,6.7,79.4,79.4,3.5,6.1,92.1,28.7,9799,22.4,28879,67.4,13.9,165800,26358,2.69,27017,63435,10.7,1208,13833,3.6,3616,4202,0.0,1.9,0.0,0.0,0.0,29.7,107742,13167,492953,6697,48348,196,462.83,164.7
20105,3167,3138,3241,-2.3,-3.2,3241,6.5,24.1,20.7,50.2,97.6,0.3,0.6,0.3,0.0,1.2,2.4,95.2,86.8,2.1,4.0,92.1,19.7,393,18.7,1852,78.9,5.3,63500,1414,2.22,23686,40811,12.8,86,483,-13.8,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24095,11148,3413,763,1,719.40,4.5
20107,9502,9531,9656,-1.6,-1.3,9656,5.1,23.7,20.3,50.4,96.6,0.7,0.8,0.3,0.1,1.5,2.3,94.4,91.2,0.6,1.5,89.0,14.2,928,34.4,5409,81.0,3.1,98000,4234,2.24,26224,45519,12.9,180,1187,2.8,701,642,0.0,0.0,0.0,0.0,0.0,0.0,0,4347,47786,4981,1271,21,594.06,16.3
20109,2794,2789,2756,1.4,1.2,2756,6.2,22.5,19.8,48.5,95.4,0.9,0.8,1.2,0.0,1.8,4.8,91.2,85.4,3.1,4.1,90.9,15.6,216,17.3,1442,70.8,8.5,72700,1282,2.12,25328,41765,12.8,109,662,-11.4,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0,53606,78581,29856,3502,1,1072.99,2.6
20111,33212,33522,33690,-1.4,-0.5,33690,6.2,22.8,13.4,51.1,90.9,2.8,1.3,2.6,0.1,2.4,20.5,72.4,75.3,9.4,17.1,86.8,24.1,2074,17.1,15145,58.9,24.9,93100,13170,2.46,19789,38981,21.1,825,11075,-2.0,1753,2301,0.0,0.0,0.0,0.0,5.3,24.6,0,0,470739,13179,51039,17,847.47,39.8
20113,29241,29606,29180,0.2,1.5,29180,6.1,23.3,18.8,50.8,95.5,1.2,0.6,0.8,0.1,1.8,3.9,92.2,86.4,1.8,4.8,88.5,25.7,1951,14.0,12769,78.3,12.3,124600,11540,2.42,27462,54167,8.2,904,13564,-2.4,2422,3170,0.0,0.0,0.0,0.0,0.0,25.2,4222628,0,382204,13167,29843,72,898.27,32.5
20115,12208,12224,12660,-3.6,-3.4,12660,5.0,21.2,22.4,49.9,96.3,1.0,0.7,0.3,0.1,1.6,2.9,93.8,85.7,1.4,4.6,89.0,20.8,952,18.5,5917,80.8,7.6,83000,4861,2.41,22269,45830,12.0,291,2661,-2.3,934,935,0.0,0.0,0.0,0.0,0.0,0.0,0,106706,69995,5743,5621,13,944.29,13.4
20117,10006,10028,10117,-1.1,-0.9,10117,6.0,22.9,21.2,50.2,97.2,0.3,0.5,0.4,0.0,1.4,2.2,95.3,89.9,1.0,1.9,92.8,15.0,831,15.3,4868,76.1,8.0,81700,4345,2.27,25262,44032,12.2,373,4300,2.9,792,1074,0.0,0.0,0.0,0.0,0.0,0.0,257714,128934,185982,18309,8833,2,900.18,11.2
20119,4357,4304,4575,-4.8,-5.9,4575,6.8,27.6,17.5,49.2,96.0,0.9,1.0,0.4,0.0,1.7,16.0,80.5,87.9,8.4,15.9,85.8,23.8,345,14.7,1986,71.7,5.4,85500,1714,2.55,21990,51000,9.5,130,932,-8.9,371,267,0.0,0.0,0.0,0.0,0.0,18.7,0,108345,20284,4602,1456,1,978.09,4.7
20121,32822,32839,32783,0.1,0.2,32787,6.2,26.1,14.7,50.5,95.8,1.4,0.7,0.4,0.0,1.7,2.9,93.2,86.4,0.9,1.8,93.5,23.9,2365,28.6,13229,79.3,10.2,162500,12334,2.60,28412,58936,9.5,706,6446,0.2,2458,3211,0.0,0.0,0.0,0.0,0.0,31.9,0,72680,251725,8183,23967,55,575.66,57.0
20123,6284,6336,6373,-1.4,-0.6,6373,6.5,22.0,21.6,49.2,97.8,0.3,0.4,0.3,0.1,1.0,2.1,95.9,84.4,0.6,2.9,93.4,23.8,419,9.6,3289,70.4,9.6,74600,2804,2.14,26911,46667,9.7,245,2690,-0.3,580,642,0.0,0.0,0.0,0.0,0.0,15.9,0,73323,98777,15654,5081,5,701.79,9.1
20125,34065,34396,35471,-4.0,-3.0,35471,6.5,23.6,17.9,51.0,85.2,5.7,3.5,0.7,0.2,4.7,6.1,80.3,82.1,3.2,4.4,88.2,17.9,2672,15.9,16433,70.1,11.8,71200,14000,2.41,21332,39669,19.4,820,12923,-4.2,1869,2912,0.0,0.0,3.3,0.0,0.0,28.4,3979668,0,364610,10599,43496,2,643.53,55.1
20127,5698,5717,5923,-3.8,-3.5,5923,5.3,20.7,23.2,50.5,96.7,0.7,0.6,0.3,0.0,1.8,4.0,92.9,89.1,0.6,2.3,89.3,17.4,767,23.4,3186,78.4,5.6,81900,2503,2.32,24680,47445,8.3,140,1218,3.8,449,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9155,44988,7570,4614,6,695.28,8.5
20129,3110,3150,3233,-3.8,-2.6,3233,6.5,26.1,18.2,49.2,93.5,0.8,1.5,2.0,0.3,1.9,21.5,73.4,88.8,10.2,18.8,85.0,17.5,144,12.5,1448,70.4,5.3,82100,1186,2.61,22378,46607,11.3,111,914,1.3,235,240,0.0,0.0,0.0,0.0,0.0,39.6,0,54820,28557,9251,2290,0,729.73,4.4
20131,10148,10140,10178,-0.3,-0.4,10178,6.7,25.5,20.2,49.7,96.9,0.7,0.7,0.3,0.1,1.4,1.6,95.8,90.0,1.0,1.2,90.0,19.5,657,13.9,4554,79.2,9.2,95200,4117,2.36,24550,47122,11.5,359,4585,2.2,733,828,0.0,0.0,0.0,0.0,0.0,14.6,243056,79569,106838,10528,4229,11,717.43,14.2
20133,16416,16458,16512,-0.6,-0.3,16512,6.7,24.5,18.3,50.5,94.8,1.2,1.4,0.7,0.0,1.8,4.9,90.7,85.4,2.1,3.7,89.8,16.2,1494,16.7,7625,73.5,6.5,68900,6508,2.45,21163,42071,20.7,452,5105,-4.2,1123,1663,0.0,0.0,0.0,0.0,0.0,16.6,291019,180154,199840,12360,13085,82,571.47,28.9
20135,3105,3094,3107,-0.1,-0.4,3107,4.8,21.7,23.8,50.0,96.9,0.7,1.1,0.2,0.0,1.1,8.9,89.0,88.1,1.9,8.3,91.0,19.0,289,11.3,1726,82.5,4.9,57200,1340,2.26,30223,48800,12.7,143,1070,3.8,305,378,0.0,0.0,0.0,0.0,0.0,0.0,0,42438,16086,5433,1541,2,1074.75,2.9
20137,5560,5642,5671,-2.0,-0.5,5671,5.1,19.2,19.4,44.5,94.6,3.0,0.3,0.6,0.0,1.4,5.1,89.7,82.1,2.2,5.1,87.7,15.4,556,14.6,2520,74.6,9.4,66000,2248,2.13,22942,46029,9.4,176,1791,3.8,424,705,0.0,0.0,0.0,0.0,0.0,0.0,0,40003,36977,6796,5399,8,878.13,6.5
20139,15936,16082,16295,-2.2,-1.3,16295,6.0,24.4,18.1,50.0,96.5,0.5,0.8,0.4,0.0,1.8,2.6,94.2,89.9,0.9,2.5,90.6,20.6,1583,28.8,7470,78.2,7.3,99000,6558,2.45,24789,50205,10.6,265,2618,-6.1,1060,1278,0.0,0.0,0.0,0.0,0.0,31.5,0,19408,70601,4327,0,9,705.52,23.1
20141,3756,3806,3858,-2.6,-1.3,3858,5.5,21.2,24.6,49.4,97.6,0.3,0.6,0.4,0.0,1.1,1.7,96.4,88.8,0.9,1.6,88.5,18.0,320,15.0,2186,79.4,5.9,51200,1727,2.16,26313,37925,17.3,154,1139,-3.2,375,563,0.0,0.0,0.0,0.0,0.0,0.0,0,86231,38522,10001,1421,2,892.50,4.3
20143,6065,6071,6091,-0.4,-0.3,6091,5.4,24.0,18.0,48.0,96.8,1.0,0.6,0.2,0.0,1.4,2.7,94.5,88.3,1.0,1.9,92.3,21.0,493,26.0,2765,81.0,5.7,93400,2408,2.47,26614,58396,9.5,132,893,4.4,502,609,0.0,0.0,0.0,0.0,0.0,35.6,0,47967,19295,3232,1533,4,720.73,8.5
20145,6916,6946,6973,-0.8,-0.4,6973,5.2,20.0,18.7,44.7,91.7,4.9,0.8,0.4,0.1,2.2,7.2,85.4,83.8,2.2,5.7,90.0,22.9,646,13.3,3142,72.3,10.4,73700,2545,2.36,23230,44078,6.3,168,2023,-4.6,416,463,0.0,0.0,0.0,0.0,0.0,0.0,0,93781,48480,7574,5749,21,754.26,9.2
20147,5533,5571,5642,-1.9,-1.3,5642,5.5,23.4,21.0,50.6,97.0,0.5,0.5,0.7,0.0,1.3,2.8,94.6,92.7,0.9,1.5,91.8,18.3,390,13.8,3037,77.8,6.4,64400,2388,2.29,23772,43059,10.0,245,1773,3.1,486,641,0.0,0.0,0.0,0.0,0.0,0.0,0,33908,46642,8776,3679,15,885.88,6.4
20149,22897,22670,21604,6.0,4.9,21604,8.2,29.7,12.9,50.0,94.3,1.3,0.9,0.9,0.1,2.5,5.2,89.9,89.7,2.2,3.7,94.6,29.3,1553,21.6,8860,78.0,6.6,153700,7974,2.72,24892,56854,9.0,561,8174,1.1,1628,2463,0.0,0.0,0.0,0.0,0.0,0.0,329645,160957,283927,14582,11780,162,841.02,25.7
20151,9850,9844,9656,2.0,1.9,9656,7.3,24.4,18.1,50.1,95.0,1.4,1.0,0.6,0.0,2.0,6.8,89.2,86.7,2.6,5.0,88.6,23.4,769,14.7,4475,69.2,10.5,79000,4074,2.29,26209,46035,11.6,387,3515,1.8,735,1333,0.0,0.0,0.0,0.0,0.0,18.8,0,108263,170163,18089,15023,0,735.05,13.1
20153,2584,2603,2519,2.6,3.3,2519,4.7,18.7,26.7,49.9,98.1,0.4,0.2,0.3,0.0,1.0,4.6,93.7,93.8,2.5,5.3,91.4,23.3,260,16.0,1450,70.0,5.6,66700,1224,2.04,26897,43482,11.5,104,630,3.1,246,296,0.0,0.0,0.0,0.0,0.0,30.4,0,83478,16263,6413,727,1,1069.42,2.4
20155,63794,64155,64511,-1.1,-0.6,64511,6.1,23.3,17.8,49.7,93.1,3.3,0.8,0.5,0.1,2.2,8.7,85.3,80.9,2.5,7.1,88.7,19.8,4952,17.5,28168,68.2,14.2,90600,25693,2.39,23382,43798,12.4,1629,22442,-6.2,3822,5199,0.0,0.0,0.6,0.0,0.0,30.9,908658,573283,828616,13150,83362,131,1255.35,51.4
20157,4803,4810,4980,-3.6,-3.4,4980,5.6,19.7,27.3,51.0,97.8,0.6,0.2,0.5,0.0,0.8,1.5,96.7,91.6,0.6,2.1,94.4,19.8,543,15.1,2867,80.3,6.6,49200,2274,2.12,25531,39572,12.5,190,1374,-2.4,394,348,0.0,0.0,0.0,0.0,0.0,0.0,0,97433,43742,8902,3130,2,717.37,6.9
20159,10015,10010,10083,-0.7,-0.7,10083,6.6,23.6,17.9,49.7,94.3,1.7,1.1,0.4,0.1,2.3,11.0,84.6,83.6,3.8,9.3,89.9,20.9,800,17.6,4542,73.1,6.8,74200,3914,2.44,23068,45336,14.9,269,2596,0.0,649,724,0.0,0.0,0.0,0.0,0.0,0.0,0,64016,46889,4671,6640,10,726.24,13.9
20161,75194,75905,71131,5.7,6.7,71115,6.9,17.7,7.6,46.7,84.5,6.9,0.7,4.4,0.3,3.2,7.9,77.8,74.9,6.4,8.3,95.4,45.0,5064,16.2,29438,42.5,39.7,170400,25895,2.47,22948,43962,23.2,1568,20159,-0.4,3045,3595,0.8,1.1,1.9,0.0,0.0,28.7,0,93235,728603,10498,125435,264,609.77,116.6
20163,5155,5164,5181,-0.5,-0.3,5181,6.2,23.3,20.3,51.2,97.5,0.5,0.3,0.4,0.0,1.2,2.4,95.6,89.5,1.0,2.8,91.5,20.9,468,14.0,2754,74.9,6.6,62500,2349,2.15,23768,42449,18.3,199,1508,4.1,573,427,0.0,0.0,0.0,0.0,0.0,52.9,0,120294,56427,10991,0,2,890.53,5.8
20165,3197,3186,3307,-3.3,-3.7,3307,4.1,19.3,24.3,49.9,97.4,0.3,0.8,0.2,0.0,1.3,3.5,94.3,88.0,0.9,3.6,90.7,19.4,315,21.6,1854,75.0,4.2,57300,1529,2.07,24175,42610,12.8,99,1105,10.9,290,199,0.0,0.0,0.0,0.0,0.0,0.0,0,27743,30704,9689,901,1,717.76,4.6
20167,6956,6929,6970,-0.2,-0.6,6970,6.2,21.3,22.8,50.5,95.8,0.9,0.7,0.9,0.0,1.6,2.2,93.9,85.2,0.7,3.2,90.6,21.8,619,14.3,3877,75.3,8.5,65000,3317,2.06,24683,37111,14.6,276,2011,4.3,781,0,0.0,0.0,0.0,0.0,0.0,0.0,0,70326,67979,10110,10038,1,886.26,7.9
20169,55755,55830,55606,0.3,0.4,55606,6.9,24.4,15.4,50.4,90.4,3.5,0.7,2.3,0.1,3.0,10.6,80.9,84.0,5.1,9.5,89.0,23.9,4288,15.0,24135,67.1,16.4,119500,22173,2.44,24935,47215,17.4,1566,27280,0.7,3423,0,0.0,0.0,0.0,0.0,0.0,0.0,0,816434,1064587,19676,96095,77,720.23,77.2
20171,5080,4992,4936,2.9,1.1,4936,6.9,26.1,17.0,49.1,97.3,0.5,0.8,0.6,0.2,0.6,17.3,80.8,85.7,13.4,19.9,86.4,23.4,314,18.8,2187,73.3,2.8,104800,2121,2.28,26274,50605,11.3,191,1345,7.5,428,0,0.0,0.0,0.0,0.0,0.0,0.0,0,131534,46785,10344,0,5,717.54,6.9
20173,508803,506121,498365,2.1,1.6,498365,7.6,26.6,12.4,50.4,81.2,9.5,1.4,4.3,0.1,3.5,13.7,69.2,83.5,8.4,13.6,88.6,28.7,36325,18.2,213024,64.9,21.2,124000,192651,2.57,25603,49865,15.3,11751,221272,2.8,30136,38736,4.0,1.1,3.1,0.0,2.7,27.9,21117142,12449361,6574213,13838,846879,1276,997.51,499.6
20175,23465,23470,22952,2.2,2.3,22952,9.9,31.5,8.8,48.4,89.4,4.1,1.5,2.9,0.2,1.9,58.4,33.7,81.0,32.2,56.5,63.3,12.6,774,14.5,8069,63.9,16.6,90000,7429,3.05,19015,50185,19.4,556,9890,-0.7,1230,1640,0.0,2.0,0.0,0.0,0.0,19.2,0,197478,314598,13898,32249,14,639.50,35.9
20177,178406,178574,177934,0.3,0.4,177934,6.7,24.5,15.5,51.5,84.5,8.8,1.4,1.3,0.1,3.9,11.5,75.0,83.0,4.6,8.4,90.3,28.6,16162,17.9,79223,64.4,21.6,120300,72584,2.40,26057,48451,16.7,4259,75553,-0.9,9745,12500,2.7,0.8,1.9,0.0,3.0,31.4,0,915256,2310142,13295,0,204,544.02,327.1
20179,2539,2531,2556,-0.7,-1.0,2556,5.6,23.4,22.5,49.3,97.9,0.2,0.5,0.2,0.1,1.1,4.0,94.5,88.8,0.7,2.7,90.8,22.4,241,10.8,1260,78.3,5.0,77900,1099,2.29,26841,48674,12.9,105,685,1.3,258,0,0.0,0.0,0.0,0.0,0.0,0.0,0,88426,18361,7482,768,0,895.96,2.9
20181,6110,6107,6010,1.7,1.6,6010,6.7,23.6,18.4,49.6,95.6,1.0,0.6,1.1,0.1,1.6,11.8,84.6,83.0,2.4,7.9,88.9,15.7,471,12.4,3120,54.5,16.7,74200,2727,2.17,21476,38634,16.8,259,2014,3.7,467,727,0.0,0.0,0.0,0.0,0.0,37.6,0,119079,110618,18781,11006,0,1056.07,5.7
20183,3769,3720,3853,-2.2,-3.5,3853,4.6,19.0,26.8,50.4,97.2,0.4,0.4,0.3,0.1,1.6,1.5,95.8,92.3,0.4,1.1,89.2,16.7,456,13.1,2231,79.7,5.1,60800,1726,2.15,26811,45556,15.4,146,945,0.2,324,488,0.0,0.0,0.0,0.0,0.0,0.0,0,71095,23598,5980,1422,7,895.47,4.3
20185,4297,4350,4437,-3.2,-2.0,4437,5.6,24.4,20.2,49.7,95.4,0.6,2.1,0.5,0.0,1.4,13.3,83.8,89.0,6.2,11.3,87.9,19.1,355,19.5,2304,81.5,4.1,60900,1884,2.28,23240,43292,15.1,129,643,-0.9,374,446,0.0,0.0,0.0,0.0,0.0,22.0,0,18054,15895,3613,1152,7,792.05,5.6
20187,2111,2167,2235,-5.5,-3.0,2235,8.2,28.1,15.9,48.5,95.0,0.9,2.1,0.3,0.2,1.5,37.6,59.7,84.8,19.0,34.7,76.9,18.5,76,11.3,975,77.7,4.1,81000,775,2.79,21712,46382,4.0,60,408,5.2,188,167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16449,7701,813,3,680.35,3.3
20189,5801,5790,5724,1.3,1.2,5724,7.8,30.5,13.2,50.0,96.0,0.7,1.5,0.3,0.2,1.4,33.2,64.2,84.2,20.2,28.9,80.6,17.6,361,23.4,2272,75.2,5.1,86200,1936,2.91,24950,54494,15.1,136,1163,11.2,388,529,0.0,0.0,0.0,0.0,0.0,17.2,0,113664,40304,7989,0,8,727.29,7.9
20191,23528,23614,24132,-2.5,-2.1,24132,6.4,25.2,16.7,50.0,94.8,1.3,1.2,0.4,0.0,2.3,5.2,90.4,84.7,0.7,1.9,90.9,17.8,1899,23.1,10808,77.4,8.2,85500,9110,2.58,22972,47894,13.4,490,4562,1.7,1462,2257,0.0,0.0,0.0,0.0,0.0,19.0,0,202179,131407,5531,16779,25,1181.94,20.4
20193,7891,8001,7900,-0.1,1.3,7900,6.7,22.9,15.3,50.8,96.1,0.8,0.9,0.8,0.1,1.3,5.2,91.7,80.5,2.3,4.5,91.6,27.9,531,10.8,3506,68.5,17.9,97200,3120,2.42,26903,48187,11.2,333,2834,-2.5,737,997,0.0,0.0,0.0,0.0,0.0,20.2,0,163087,159367,21574,18327,30,1074.69,7.4
20195,2902,2959,3001,-3.3,-1.4,3001,4.9,19.1,24.1,50.8,97.6,0.6,0.3,0.5,0.1,1.0,2.0,95.8,83.9,1.5,5.4,90.2,21.5,306,14.8,1672,74.8,9.9,74500,1232,2.35,23095,45714,6.7,119,922,-4.4,309,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24137,40422,13740,4032,1,889.48,3.4
20197,7022,7041,7053,-0.4,-0.2,7053,6.8,24.9,16.7,49.1,96.1,0.8,0.8,0.3,0.0,1.9,3.4,93.3,92.3,0.7,1.4,95.4,20.6,590,25.9,3233,84.3,2.6,112200,2693,2.58,24199,54694,6.4,134,866,-1.1,529,645,0.0,0.0,0.0,0.0,0.0,21.7,0,13434,26718,3920,0,19,794.30,8.9
20199,1506,1562,1485,1.4,5.2,1485,5.7,25.6,20.5,50.5,97.2,0.6,0.5,0.1,0.0,1.7,7.3,91.0,93.4,5.0,8.6,87.5,23.5,100,15.0,773,77.6,3.5,61900,611,2.54,25429,47454,8.4,60,300,7.5,152,145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6284,4388,0,0,913.65,1.6
20201,5598,5628,5799,-3.5,-2.9,5799,5.5,22.2,23.7,49.5,97.4,0.7,0.5,0.4,0.1,1.0,2.9,95.0,92.2,2.3,3.1,90.3,16.1,514,17.9,2944,79.4,6.9,58300,2487,2.26,22621,42515,10.2,212,1480,-3.5,440,532,0.0,0.0,0.0,0.0,0.0,0.0,0,111261,34776,5992,2497,2,894.76,6.5
20203,2176,2186,2234,-2.6,-2.1,2234,7.0,25.8,18.2,48.2,96.9,0.9,0.9,0.5,0.0,0.8,27.1,70.8,89.4,13.8,25.1,77.4,16.6,145,12.7,1041,73.1,5.3,71100,877,2.52,23799,53018,9.9,86,533,1.7,190,360,0.0,0.0,0.0,0.0,0.0,20.8,0,68179,18489,8528,529,4,718.57,3.1
20205,9028,9105,9409,-4.0,-3.2,9409,5.7,24.0,19.8,50.9,95.0,0.5,1.4,0.6,0.1,2.3,2.8,92.7,81.7,1.1,2.1,81.9,13.0,753,16.4,4647,75.0,6.2,63200,3791,2.40,19929,38917,17.8,245,3374,-2.3,606,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54160,5539,5805,13,570.42,16.5
20207,3157,3206,3309,-4.6,-3.1,3309,5.1,22.1,22.2,50.0,96.1,0.4,1.3,0.1,0.0,2.1,2.8,93.8,82.8,0.5,1.5,90.7,18.2,312,23.3,1999,81.0,5.3,50900,1517,2.12,21774,33839,19.6,87,439,-8.7,262,259,0.0,0.0,0.0,0.0,0.0,0.0,0,27383,17184,5223,1526,5,497.82,6.6
20209,161636,160601,157505,2.6,2.0,157505,8.5,28.3,11.1,50.6,66.9,25.1,1.4,3.4,0.2,3.1,27.1,42.7,81.7,14.6,24.3,78.2,15.5,10210,21.5,66831,60.3,19.9,93800,57291,2.74,18957,39402,23.9,3047,67688,1.8,7089,8571,14.5,2.6,2.6,0.0,6.2,27.1,7634498,4127478,1710043,11154,241883,478,151.60,1039.0
21000,4413457,4399583,4339349,1.7,1.4,4339367,6.3,23.1,14.4,50.8,88.5,8.2,0.3,1.3,0.1,1.7,3.3,85.6,84.8,3.3,5.0,83.0,21.5,312365,22.8,1936565,68.4,18.0,120400,1694996,2.50,23462,43036,18.8,90675,1507375,1.8,275230,337600,3.1,0.3,1.6,0.0,1.1,25.6,119105421,74680759,50405925,11843,6300866,8955,39486.34,109.9
21001,19204,19135,18656,2.9,2.6,18656,5.3,21.2,16.3,50.7,95.2,2.9,0.3,0.3,0.1,1.2,1.8,93.7,88.4,0.9,2.0,73.7,13.9,1378,25.1,8472,74.7,6.8,78600,7241,2.44,17371,32524,19.1,317,4138,-4.5,1531,1974,0.0,0.0,0.0,0.0,0.0,17.6,0,54740,137063,7655,9057,4,405.28,46.0
21003,20384,20269,19967,2.1,1.5,19956,6.4,23.9,15.7,50.7,97.1,1.2,0.3,0.3,0.0,1.1,1.9,95.4,86.5,1.4,5.3,76.4,12.7,1508,25.6,9260,73.7,5.9,96800,8061,2.46,19086,40008,18.6,238,3121,3.1,1385,1452,0.0,0.0,0.0,0.0,0.0,25.6,164790,97666,112099,5945,8240,0,344.34,58.0
21005,21888,21752,21421,2.2,1.5,21421,5.9,24.2,13.8,51.0,95.8,2.1,0.2,0.6,0.0,1.3,1.5,94.4,86.0,1.4,2.7,87.2,20.4,1504,26.3,9199,74.5,11.3,132300,8323,2.58,24161,52646,11.3,317,3289,-1.4,1411,1646,0.0,0.0,0.0,0.0,0.0,30.4,600926,0,170715,8002,11256,43,201.83,106.1
21007,8240,8282,8247,-0.1,0.4,8249,5.4,22.3,18.7,50.4,94.4,3.2,0.2,0.3,0.0,1.8,1.3,93.4,93.3,1.0,1.8,84.4,13.1,739,20.4,3859,81.6,6.5,94400,3327,2.46,24781,44588,14.4,132,1804,-0.7,446,795,0.0,0.0,0.0,0.0,0.0,30.7,0,0,52778,6485,1841,0,246.66,33.4
21009,43148,43046,42173,2.3,2.1,42173,6.0,23.6,16.5,51.4,93.3,4.1,0.3,0.6,0.1,1.5,2.9,91.0,86.0,1.6,3.3,79.2,14.7,2483,20.2,19255,68.2,14.1,105400,16584,2.51,19745,38873,20.8,867,14621,7.5,3235,4480,0.0,0.0,0.0,0.0,1.0,24.2,1024905,0,552941,13464,64669,132,487.54,86.5
21011,12206,12008,11591,5.3,3.6,11591,6.1,24.8,15.8,50.8,96.9,1.4,0.2,0.2,0.1,1.1,1.4,95.8,82.1,0.8,1.3,73.9,12.0,586,25.7,5349,79.0,6.2,65400,4447,2.61,16367,30797,28.0,146,1038,2.1,809,878,0.0,0.0,0.0,0.0,0.0,0.0,0,0,51512,4474,0,0,278.79,41.6
21013,27778,27905,28691,-3.2,-2.7,28691,6.0,21.4,16.9,51.4,95.4,2.4,0.2,0.3,0.1,1.6,0.9,94.6,90.6,0.3,0.9,68.3,10.8,1668,21.4,13026,67.7,15.4,67300,11109,2.46,15091,26228,33.5,514,6923,-5.7,1498,1696,0.0,0.0,3.7,0.0,0.0,29.4,0,196103,374889,12915,38133,21,359.00,79.9
21015,126413,124535,118811,6.4,4.8,118811,7.1,27.6,10.7,50.5,92.4,3.0,0.2,2.6,0.1,1.7,3.9,88.9,86.5,4.5,6.3,91.9,30.4,8606,23.8,47408,75.5,21.2,172700,43255,2.78,29235,67225,9.0,2983,76345,7.2,7041,9122,1.9,0.0,2.0,0.0,0.5,27.3,4690957,0,2439188,21623,0,496,246.36,482.3
21017,19972,19935,19985,-0.1,-0.3,19985,6.1,23.4,16.9,51.3,91.3,6.2,0.4,0.4,0.0,1.7,7.0,85.0,87.2,5.2,6.3,81.6,15.8,1585,22.4,8964,59.8,13.6,139900,7865,2.51,22893,40933,17.2,377,5450,-2.7,1284,1664,0.0,0.0,0.0,0.0,0.0,25.0,0,0,175304,8939,13466,42,289.72,69.0
21019,48832,48963,49538,-1.4,-1.2,49542,5.6,21.1,17.6,50.3,94.8,3.0,0.3,0.5,0.0,1.4,1.6,93.5,86.4,1.2,2.0,87.6,16.3,4336,20.7,21623,68.8,12.4,96900,19530,2.41,24530,40379,19.9,1387,23282,-2.3,2454,3966,0.6,0.0,1.7,0.0,0.0,19.8,0,0,934561,19244,100532,1,159.86,309.9
21021,29706,29588,28420,4.5,4.1,28432,5.2,20.8,17.5,50.7,89.3,7.6,0.3,0.8,0.0,2.0,3.1,86.6,80.5,2.5,4.0,84.7,22.8,2087,19.7,12359,65.0,17.4,130700,11100,2.38,22249,41473,18.3,736,14364,11.7,1983,2721,1.7,0.0,0.0,0.0,0.0,25.2,0,71157,430021,14875,57725,39,180.17,157.8
21023,8406,8440,8488,-1.0,-0.6,8488,6.0,24.2,15.0,49.8,97.9,0.6,0.3,0.1,0.0,1.1,1.6,96.5,93.5,0.9,1.4,80.9,14.2,571,34.9,3802,78.3,6.4,90700,3252,2.59,20918,39196,16.8,96,843,7.9,632,923,0.0,0.0,0.0,0.0,0.0,25.5,0,0,25883,3007,0,0,205.61,41.3
21025,13409,13567,13876,-3.4,-2.2,13878,5.5,21.4,15.0,50.1,98.1,0.5,0.1,0.6,0.1,0.6,0.7,97.5,90.0,0.7,1.7,63.8,9.8,566,27.6,6159,75.0,6.3,47400,5290,2.52,14706,24045,32.5,227,3135,-2.3,566,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,103735,6652,8742,1,492.41,28.2
21027,19888,20056,20053,-0.8,0.0,20059,5.9,23.7,16.9,49.8,95.8,2.2,0.4,0.3,0.0,1.3,1.3,94.7,87.4,0.4,2.8,76.6,9.4,1707,28.7,10544,80.0,4.6,82700,7213,2.74,18101,38907,19.6,285,2409,2.5,1262,1412,0.0,0.0,0.0,0.0,0.0,23.2,0,19378,113835,5968,7882,3,567.17,35.4
21029,77955,76819,74319,4.9,3.4,74319,5.4,23.6,13.0,50.5,96.8,1.0,0.4,0.6,0.0,1.2,1.7,95.3,89.1,0.9,1.7,85.0,12.7,5928,27.0,30130,82.2,8.3,145500,27874,2.69,24308,54836,10.2,1044,15471,2.8,4285,5198,0.9,0.0,0.0,0.0,0.0,23.6,0,879650,500549,6788,73041,280,297.02,250.2
