fips,PST045214,PST045213,PST040210,PST120214,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010213,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030213,LND110210,POP060210
00000,318857056,316497531,308758105,3.3,2.5,308745538,6.3,23.3,14.1,50.8,77.7,13.2,1.2,5.3,0.2,2.4,17.1,62.6,84.9,12.9,20.7,86.0,28.8,21263779,25.5,132802859,64.9,26.0,176700,115610216,2.63,28155,53046,15.4,7488353,118266253,2.0,22735915,27092908,7.1,0.9,5.7,0.1,8.3,28.8,5319456312,4174286516,3917663456,12990,613795732,990822,3531905.43,87.4
01000,4849377,4833996,4780127,1.4,1.1,4779736,6.1,23.0,14.9,51.5,69.8,26.6,0.7,1.3,0.1,1.5,4.1,66.4,85.0,3.5,5.2,83.1,22.6,388865,24.2,2189938,69.7,15.9,122500,1838683,2.55,23680,43253,18.6,97578,1603100,1.1,315382,382350,14.8,0.8,1.8,0.1,1.2,28.1,112858843,52252752,57344851,12364,6426342,11763,50645.33,94.4
01001,55395,55136,54571,1.5,1.0,54571,6.1,25.4,13.5,51.5,78.1,18.4,0.5,1.1,0.1,1.7,2.7,75.9,85.0,1.6,3.5,85.6,20.9,5922,26.2,22540,76.8,8.3,136200,20071,2.71,24571,53682,12.1,817,10120,2.1,2916,4067,15.2,0.0,1.3,0.0,0.7,31.7,0,0,598175,12003,88157,120,594.44,91.8
01003,200111,195443,182265,9.8,7.2,182265,5.7,22.4,18.1,51.2,87.3,9.5,0.7,0.9,0.1,1.5,4.6,83.1,82.1,3.6,5.5,89.1,27.7,19346,25.9,105800,72.6,24.4,168600,73283,2.52,26766,50221,13.9,4871,54988,3.7,16390,19035,2.7,0.4,1.0,0.0,1.3,27.3,1410273,0,2966489,17166,436955,1327,1589.78,114.6
01005,26887,26978,27457,-2.1,-1.7,27457,5.8,21.1,15.9,46.5,50.2,47.6,0.6,0.5,0.2,0.9,4.8,46.3,84.8,2.9,5.0,73.7,13.4,2120,24.6,11733,67.7,10.6,89200,9200,2.66,16829,32911,26.7,464,6611,-5.6,1525,1667,0.0,0.0,0.0,0.0,0.0,27.0,0,0,188337,6334,0,5,884.88,31.0
01007,22506,22504,22919,-1.8,-1.8,22915,5.3,21.3,14.3,46.0,76.3,22.1,0.4,0.2,0.1,0.9,2.1,74.6,86.6,1.2,2.1,77.5,12.1,1327,27.6,8901,79.0,7.3,90500,7091,3.03,17427,36447,18.1,275,3145,7.5,1134,1385,14.9,0.0,0.0,0.0,0.0,0.0,0,0,124707,5804,10757,19,622.58,36.8
01009,57719,57720,57322,0.7,0.7,57322,6.1,23.8,16.4,50.6,96.0,1.8,0.6,0.3,0.1,1.1,8.7,87.8,88.7,4.3,7.3,77.0,12.1,4540,33.9,23677,81.0,4.5,117100,21108,2.70,20730,44145,15.8,660,6798,3.4,3551,4458,0.0,0.0,0.0,0.0,0.0,23.2,341544,0,319700,5622,20941,4,644.78,88.9
01011,10764,10605,10915,-1.4,-2.8,10914,6.3,21.0,14.6,45.2,27.2,69.9,0.8,0.3,0.8,1.0,7.8,22.2,84.7,5.4,5.2,67.8,12.5,636,26.9,4434,74.3,8.7,70600,3741,2.73,18628,32033,21.6,112,0,0.0,485,417,0.0,0.0,0.0,0.0,0.0,38.8,0,0,43810,3995,3670,0,622.81,17.5
01013,20296,20289,20946,-3.1,-3.1,20947,6.1,23.3,17.7,53.4,54.3,43.6,0.4,1.0,0.0,0.7,1.2,53.5,94.6,0.8,1.7,76.3,14.0,1497,24.0,9862,70.3,13.3,74700,8235,2.47,17403,29918,28.4,393,5711,2.7,1148,1769,0.0,0.0,3.3,0.0,0.0,0.0,399132,56712,229277,11326,28427,3,776.83,27.0
01015,115916,116547,118586,-2.3,-1.7,118572,5.8,22.2,15.5,51.7,76.0,20.9,0.5,0.8,0.1,1.6,3.5,73.1,83.6,2.4,4.5,78.6,16.1,11385,22.5,53053,68.7,13.8,100600,45196,2.54,20828,39962,21.9,2311,34871,0.6,6430,8713,7.2,0.0,1.6,0.0,0.5,24.7,2679991,0,1542981,13678,186533,59,605.87,195.7
01017,34076,34175,34170,-0.3,0.0,34215,5.9,21.4,17.8,52.0,58.8,39.1,0.2,0.7,0.1,1.1,2.0,57.4,85.8,1.1,1.3,75.1,11.8,2691,24.6,16829,67.9,11.1,81200,13722,2.46,19291,32402,24.1,515,6431,-0.2,2262,1981,0.0,0.0,0.0,0.0,0.0,29.3,667283,0,264650,7620,23237,4,596.53,57.4
01019,26037,26115,25986,0.2,0.5,25989,4.8,20.7,20.1,50.4,93.2,4.5,0.5,0.2,0.0,1.5,1.5,91.8,90.6,0.7,1.1,78.3,12.8,2174,26.9,16134,76.1,4.6,99400,11656,2.20,22030,34907,21.2,379,3864,5.5,1563,2180,0.0,0.0,0.0,0.0,0.0,14.5,307439,62293,186321,7613,13948,6,553.70,46.9
01021,43931,43836,43631,0.7,0.5,43643,6.5,24.2,14.9,50.8,87.5,10.3,0.5,0.4,0.2,1.1,7.7,80.7,88.8,5.2,7.4,76.0,12.9,3308,31.8,19098,74.5,4.1,102600,16232,2.67,20701,41250,19.5,703,7396,8.8,2699,0,0.0,0.0,0.0,0.0,0.0,0.0,0,155139,359910,8496,34073,17,692.85,63.0
01023,13323,13397,13858,-3.9,-3.3,13859,5.0,21.0,20.3,52.5,56.2,42.7,0.2,0.3,0.0,0.5,0.7,55.8,91.4,0.3,1.3,75.2,11.8,938,33.4,7186,83.7,4.0,58200,5518,2.45,20323,33941,21.5,255,2900,1.4,831,1102,26.2,0.0,0.0,0.0,0.0,44.1,0,52904,84633,5969,11345,0,913.50,15.2
01025,24945,25166,25840,-3.5,-2.6,25833,5.5,23.0,17.5,52.7,54.1,44.2,0.4,0.5,0.0,0.8,1.3,53.2,92.5,0.3,1.3,78.3,11.2,1583,25.5,12501,72.9,6.8,85600,9631,2.63,18979,29357,29.3,586,6648,3.7,1684,2374,0.0,0.0,0.0,0.0,0.0,28.6,571454,85803,344311,13034,23596,13,1238.47,20.9
01027,13552,13506,13932,-2.7,-3.1,13932,5.4,21.6,19.0,50.8,83.0,14.4,0.6,0.2,0.0,1.8,3.3,80.0,88.3,2.2,3.3,76.5,9.2,1076,30.7,6699,75.0,10.0,79900,5649,2.38,18694,34002,19.0,190,2993,4.6,782,1005,0.0,0.0,0.0,0.0,0.0,0.0,330878,0,70558,5123,4352,1,603.96,23.1
01029,15080,15017,14972,0.7,0.3,14972,5.5,22.6,18.0,50.4,94.7,3.6,0.4,0.2,0.1,1.1,2.2,92.6,89.1,1.5,2.3,76.0,9.0,989,31.4,6644,77.6,6.3,100800,5601,2.64,19108,38019,18.4,152,1548,-4.8,911,1280,0.0,0.0,0.0,0.0,0.0,17.7,0,5888,133407,9080,4134,1,560.10,26.7
01031,50909,50861,49948,1.9,1.8,49948,6.3,23.7,15.6,50.3,76.7,17.5,1.4,1.5,0.4,2.5,6.6,71.5,83.3,5.1,7.5,82.4,22.5,6066,21.3,22701,69.9,13.5,131000,18820,2.65,23380,43768,18.6,954,12762,0.3,2711,4032,6.0,0.0,1.3,0.0,0.7,29.3,613758,131594,639623,13665,50080,83,678.97,73.6
01033,54543,54499,54428,0.2,0.1,54428,5.7,21.7,18.1,51.9,80.8,16.4,0.6,0.5,0.0,1.6,2.5,78.8,87.2,2.0,2.6,83.5,17.7,4376,22.7,25957,72.1,12.3,99300,22260,2.42,21572,39077,17.9,1226,19820,6.2,3790,4757,0.0,0.0,0.0,0.0,0.0,22.8,2083166,351388,821284,15040,61935,171,592.62,91.8
01035,12670,12898,13228,-4.2,-2.5,13228,5.5,21.9,19.7,51.7,52.1,46.0,0.4,0.2,0.0,1.3,1.7,51.2,96.9,0.6,2.2,77.3,8.8,1101,27.2,7011,79.1,7.2,69600,4994,2.61,15605,24658,32.7,194,2197,-1.5,669,980,0.0,0.0,0.0,0.0,0.0,23.0,183544,76736,71232,5430,8667,1,850.16,15.6
01037,10886,11065,11758,-7.4,-5.9,11539,4.6,18.9,18.2,50.2,66.5,31.3,0.7,0.2,0.2,1.2,2.1,65.3,87.2,1.8,3.3,75.0,9.8,934,30.2,6414,83.0,3.0,75100,4506,2.42,18493,37277,20.9,93,992,3.9,392,545,0.0,0.0,0.0,0.0,0.0,0.0,89585,31647,20531,1904,575,0,650.93,17.7
01039,37914,37850,37765,0.4,0.2,37765,5.9,22.1,19.6,51.6,84.6,12.7,0.6,0.5,0.0,1.5,1.6,83.4,86.7,1.4,2.1,78.4,14.2,3433,23.3,18674,75.1,6.0,88800,15041,2.48,20391,35869,20.0,834,10824,0.7,2278,2957,0.0,0.0,0.0,0.0,0.0,0.0,561168,338692,424873,11544,30271,21,1030.46,36.6
01041,13977,13960,13906,0.5,0.4,13906,6.2,23.0,17.5,51.5,71.9,24.1,0.5,1.7,0.1,1.6,1.8,70.4,86.3,2.3,3.2,76.7,12.7,1098,30.3,6665,69.9,8.0,70800,5601,2.46,21343,36275,19.1,211,3139,1.0,818,1027,25.8,0.0,0.0,0.0,0.0,30.2,270809,131874,75456,5491,5640,5,608.84,22.8
01043,81289,80783,80410,1.1,0.5,80406,5.9,22.5,17.2,50.4,96.2,1.4,0.6,0.5,0.0,1.2,4.4,92.2,87.0,3.0,4.6,79.8,14.8,6167,26.4,36877,75.0,8.2,106100,31342,2.53,20760,38847,18.8,1714,22185,3.6,5476,7873,1.1,0.0,1.1,0.0,0.0,23.9,1393437,0,867058,10757,102291,73,734.84,109.4
01045,49484,49845,50251,-1.5,-0.8,50251,6.5,23.7,14.9,50.5,75.3,19.6,0.8,1.3,0.1,2.8,5.7,70.8,78.4,3.7,6.3,84.1,17.0,6730,20.9,22716,61.1,13.6,99400,19345,2.52,22685,44889,17.4,766,11924,-1.6,2323,2951,0.0,0.0,0.0,0.0,0.0,0.0,114991,69341,332503,6889,37229,18,561.15,89.6
01047,41711,42102,43820,-4.8,-3.9,43820,6.8,25.6,15.3,53.5,29.0,69.6,0.2,0.5,0.0,0.7,0.9,28.5,86.7,0.8,1.3,77.5,14.2,2897,22.0,20112,60.9,19.3,75700,16173,2.63,17245,26519,35.5,757,10420,-1.0,2240,3148,49.1,0.0,4.4,0.0,0.0,28.8,1174763,0,437359,10223,33708,63,978.70,44.8
01049,71065,70894,71115,-0.1,-0.3,71109,6.3,24.8,15.2,50.7,92.4,2.0,2.1,0.4,0.8,2.2,14.2,80.7,90.9,7.5,11.2,70.6,10.7,4371,23.3,30861,76.3,6.7,93400,24923,2.82,18149,37851,19.9,1082,16841,3.9,4752,5908,0.0,0.8,0.6,0.0,0.0,25.8,1831626,0,635185,9303,67915,31,777.09,91.5
01051,80977,80808,79296,2.1,1.9,79303,6.0,23.2,13.4,51.4,76.2,21.1,0.4,0.7,0.1,1.5,2.8,73.9,85.4,2.1,3.6,86.6,21.0,8364,28.2,32936,75.5,8.1,144600,28324,2.62,23856,54766,13.4,1135,14056,-2.3,4927,6513,9.1,0.0,0.0,0.0,0.0,28.3,766344,104885,618313,7982,47884,255,618.49,128.2
01053,37733,37893,38319,-1.5,-1.1,38319,6.3,22.1,16.2,48.5,62.4,32.2,3.5,0.3,0.1,1.6,2.1,60.7,93.4,0.6,1.4,76.2,11.7,2995,23.5,16320,72.5,9.0,84100,13681,2.59,16540,30687,25.4,723,9977,1.0,2102,2765,9.0,3.2,0.0,0.0,0.0,21.3,665336,93125,379587,10089,31909,6,945.08,40.5
01055,103531,103962,104427,-0.9,-0.4,104430,5.8,22.3,16.8,51.5,81.3,15.5,0.6,0.8,0.3,1.5,3.6,78.5,85.0,2.2,3.1,81.8,14.8,8638,23.9,47306,72.4,12.1,100000,40217,2.55,20204,38013,19.0,2008,29796,-0.5,7012,9147,6.1,0.0,0.0,0.0,0.6,25.7,1252962,518424,1114841,10801,137966,75,534.99,195.2
01057,16874,16909,17241,-2.1,-1.9,17241,5.5,21.7,19.0,50.4,86.4,11.8,0.4,0.3,0.0,1.1,1.5,85.1,87.8,0.6,0.8,74.9,13.2,1221,27.5,8364,74.9,8.7,71400,6956,2.41,18494,33838,19.9,306,3323,-3.8,1068,1378,5.1,0.0,0.0,0.0,0.0,24.3,186247,22463,130362,7433,10869,2,627.66,27.5
01059,31601,31542,31709,-0.3,-0.5,31704,6.7,24.4,15.9,50.1,92.3,4.3,1.5,0.3,0.1,1.5,15.4,78.7,86.4,8.4,13.2,72.5,11.0,1860,26.2,13956,69.5,12.0,82300,12437,2.52,18888,36415,21.9,510,9369,-8.0,1888,2357,0.0,0.0,0.0,0.0,0.0,23.2,671954,67398,269096,8786,25389,14,633.82,50.0
01061,26712,26742,26790,-0.3,-0.2,26790,5.7,22.2,18.6,51.0,87.2,9.8,0.9,0.4,0.1,1.7,3.4,84.3,82.7,1.8,3.0,77.2,10.4,2336,25.6,12572,72.1,5.6,78100,10945,2.43,20199,35625,21.2,400,3791,2.8,1600,1736,0.0,0.0,0.0,0.0,0.0,0.0,153342,231687,170044,6612,10402,9,574.41,46.6
01063,8553,8718,9045,-5.4,-3.6,9045,6.0,23.2,17.2,52.3,18.7,80.2,0.2,0.3,0.0,0.6,1.0,18.2,92.4,0.2,1.4,76.2,12.8,502,28.0,4955,73.2,8.9,72700,3264,2.72,14930,24226,32.9,99,1379,16.3,594,657,60.3,0.0,0.0,0.0,0.0,36.1,0,0,33639,3697,1226,4,647.11,14.0
01065,15184,15311,15760,-3.7,-2.8,15760,6.2,23.3,16.9,52.5,41.0,57.9,0.2,0.3,0.0,0.6,1.1,40.2,90.6,1.2,2.7,77.4,12.8,995,27.1,7587,78.0,6.1,79900,5969,2.56,18812,30051,26.6,195,1966,0.2,841,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,86735,4794,3136,7,643.94,24.5
01067,17190,17224,17302,-0.6,-0.5,17302,5.4,21.4,20.1,51.8,70.1,27.5,0.4,0.8,0.0,1.1,2.5,68.2,91.9,2.9,5.0,80.1,16.6,1497,26.0,8902,77.7,4.6,97000,7001,2.44,21924,41650,14.4,293,2754,-2.4,1035,1091,0.0,0.0,0.0,0.0,0.0,18.2,425821,0,92574,5559,7415,17,561.75,30.8
01069,104193,103626,101547,2.6,2.0,101547,6.4,24.0,15.6,52.0,70.4,26.4,0.5,0.9,0.1,1.8,3.3,67.7,86.3,2.4,4.4,83.9,19.7,9254,20.8,45958,64.6,14.6,122300,39250,2.58,23316,40948,18.0,2702,43139,0.5,6914,10151,12.1,0.0,1.4,0.0,1.3,25.5,1310677,0,1909615,19608,177224,363,579.82,175.1
01071,52665,52944,53226,-1.1,-0.5,53227,5.4,22.0,18.1,50.7,91.8,3.4,1.6,0.5,0.1,2.6,2.8,89.8,91.2,2.2,3.4,74.6,13.0,4000,26.4,24599,75.2,6.9,93400,20765,2.53,20486,37634,16.0,856,12440,4.2,3133,4337,0.0,4.3,0.0,0.0,0.0,26.8,1525396,0,410988,7784,39315,34,1077.87,49.4
01073,660793,659197,658350,0.4,0.1,658466,6.6,23.2,13.9,52.7,54.2,42.8,0.3,1.5,0.1,1.1,3.8,51.0,83.8,4.1,5.9,87.4,30.0,46613,23.4,303177,64.7,24.2,140800,259634,2.48,26906,45429,18.0,16232,319199,2.0,45994,55470,23.4,0.4,2.4,0.0,1.3,29.8,10260950,13756797,11066328,16730,1268154,1819,1111.28,592.5
01075,14086,14203,14564,-3.3,-2.5,14564,5.2,22.1,19.9,51.2,87.0,11.4,0.2,0.1,0.0,1.4,1.4,85.7,87.8,0.6,1.0,76.1,9.5,1127,25.7,7287,71.5,9.0,66800,6084,2.32,19026,36028,22.3,241,2943,4.6,968,1340,0.0,0.0,0.0,0.0,0.0,25.8,234908,0,70780,4887,6008,0,604.85,24.1
01077,93096,92774,92709,0.4,0.1,92709,5.3,20.6,17.9,52.1,87.0,10.2,0.5,0.8,0.1,1.4,2.4,85.0,86.1,2.1,3.0,83.8,21.1,7000,24.5,44075,69.9,15.4,114300,38458,2.36,23510,42844,17.2,1967,25839,3.4,6694,8317,5.5,0.0,0.8,0.0,0.0,27.6,1083658,514555,1131585,12783,136587,162,667.70,138.8
01079,33477,33571,34339,-2.5,-2.2,34339,5.5,21.9,16.3,51.4,78.1,11.4,5.8,0.2,0.0,4.4,2.1,76.5,90.5,1.0,1.9,77.1,11.9,1891,27.8,15083,80.1,5.9,94200,13382,2.52,20181,38551,17.5,407,4232,-6.3,1989,2289,0.0,0.0,0.0,0.0,1.1,0.0,0,23787,166958,4889,22719,0,690.68,49.7
01081,154255,151708,140296,9.9,8.1,140247,5.7,21.9,9.9,50.5,71.4,23.5,0.4,3.1,0.1,1.5,3.9,68.3,76.4,5.1,6.9,86.7,32.5,10045,21.4,64612,61.7,23.8,146900,55864,2.49,23506,43542,22.0,2500,38782,3.4,9233,10319,16.2,0.0,2.0,0.4,0.0,28.2,0,0,1451634,11099,201205,726,607.54,230.8
01083,90787,88924,82782,9.7,7.4,82782,6.1,23.5,13.5,49.6,82.4,13.2,0.8,1.4,0.2,2.0,5.8,77.7,88.1,4.3,6.4,81.5,22.7,6964,26.3,35196,76.6,8.9,134500,31794,2.56,25020,48619,14.7,1308,15305,1.3,5373,5914,4.8,1.1,0.8,0.0,1.3,25.8,947299,248292,723200,9785,68140,89,559.94,147.8
01085,10580,10730,11299,-6.4,-5.0,11299,6.7,23.4,16.6,52.4,25.6,73.1,0.2,0.3,0.0,0.8,1.1,25.2,90.4,0.2,0.7,73.9,14.4,626,30.4,5053,74.9,9.5,71400,4212,2.61,18368,26230,26.7,98,1835,-1.3,764,682,57.3,0.0,0.0,0.0,0.0,35.2,1156888,0,103636,8184,595,5,715.91,15.8
01087,19425,19822,21450,-9.4,-7.6,21452,5.0,19.0,16.5,53.9,16.7,81.5,0.2,0.3,0.0,1.3,1.5,16.1,83.8,1.1,4.2,80.0,19.6,1662,23.1,10177,65.7,15.5,75700,8107,2.29,16826,30724,27.3,217,5381,3.2,1236,1584,66.7,0.0,0.0,0.0,0.0,0.0,0,0,87509,3932,19354,4,608.89,35.2
01089,350299,347073,334811,4.6,3.7,334811,5.9,22.7,13.3,51.1,69.6,24.5,0.8,2.5,0.1,2.4,4.7,65.7,84.7,5.4,7.1,90.0,38.5,34203,21.0,152226,69.3,21.4,164500,132975,2.50,31933,58434,12.8,8095,153304,0.8,22745,26467,12.3,1.4,3.5,0.0,1.3,29.2,8650700,2970410,4438653,14145,596324,2161,801.59,417.7
01091,20110,20228,21029,-4.4,-3.8,21027,6.0,23.1,18.3,52.9,47.4,51.1,0.2,0.3,0.2,0.8,2.2,45.8,87.4,0.7,1.2,83.7,17.4,1462,22.4,10150,71.3,9.1,89600,8464,2.42,22072,35079,24.0,478,5876,1.8,1085,1604,0.0,0.0,0.0,0.0,0.0,21.4,542135,64589,197221,9274,16684,2,976.88,21.5
01093,30271,30305,30777,-1.6,-1.5,30776,5.2,21.1,19.8,50.4,94.0,4.2,0.4,0.3,0.1,1.1,2.5,91.8,86.6,1.0,2.5,74.6,9.5,2287,24.0,14619,75.9,9.6,78700,12700,2.34,19576,32888,20.9,547,8006,5.0,1836,2224,0.0,0.0,0.0,0.0,0.0,0.0,794483,162519,209924,7116,19081,3,742.29,41.5
01095,94636,94569,93019,1.7,1.7,93019,6.8,24.7,15.9,50.9,94.0,2.3,1.1,0.7,0.3,1.6,12.9,82.6,86.1,8.0,11.5,76.2,15.2,7192,23.9,40147,71.9,9.5,114000,34250,2.70,20382,39526,19.5,1795,30306,0.1,6908,8700,0.0,0.0,0.9,0.0,1.0,24.9,3029491,1138701,1357696,15434,103539,41,565.84,164.4
01097,415123,414560,413143,0.5,0.3,412992,6.7,24.1,14.1,52.1,60.3,35.3,1.0,1.9,0.1,1.5,2.6,58.2,85.8,3.2,5.0,83.9,20.7,33586,23.9,180493,66.6,17.4,124300,155178,2.60,22501,43028,19.8,8567,147574,-0.4,30184,34836,18.8,0.0,2.4,0.0,1.2,29.5,12407151,3268730,5225494,12895,562436,872,1229.44,335.9
01099,21947,22188,23070,-4.9,-3.8,23068,5.7,24.0,17.3,52.3,55.4,41.3,1.3,0.4,0.0,1.6,1.1,54.6,91.8,0.9,1.3,76.1,10.6,1237,23.3,11209,74.0,6.8,76900,8333,2.71,15749,29203,28.6,393,5029,-1.8,1272,2257,23.6,0.0,0.0,0.0,0.0,24.5,1251911,92815,212618,9342,14796,3,1025.68,22.5
01101,226189,227271,229363,-1.4,-0.9,229363,6.8,24.2,12.9,52.5,39.5,56.3,0.3,2.4,0.1,1.3,3.4,36.9,78.1,4.3,5.7,85.6,31.5,20008,19.3,102889,61.4,22.4,122900,88844,2.49,24975,44790,21.2,5533,101517,1.2,15952,21463,35.6,0.7,2.4,0.0,1.3,30.9,7956627,3275567,3238175,14351,402861,474,784.25,292.5
01103,119607,119628,119486,0.1,0.1,119490,6.1,23.2,15.5,50.8,83.8,12.4,1.1,0.7,0.1,1.9,7.8,76.9,86.4,5.1,8.0,81.4,19.9,9518,23.7,51226,71.5,15.1,120500,46192,2.55,23764,44800,15.7,2589,42569,2.0,7449,10034,5.9,1.8,1.0,0.0,0.0,21.3,0,1213925,1637628,14222,154700,140,579.34,206.3
01105,9826,9978,10581,-7.1,-5.7,10591,6.0,23.1,17.2,53.2,31.2,67.6,0.2,0.4,0.0,0.6,1.3,30.3,92.2,0.5,0.8,70.2,10.4,670,26.8,4663,67.0,11.0,58000,3400,2.84,13716,28209,25.6,125,1570,4.0,476,854,55.7,0.0,0.0,0.0,0.0,41.3,0,10360,34121,3181,2632,0,719.66,14.7
01107,20365,19383,19746,3.1,-1.8,19746,5.5,21.8,18.1,52.0,57.3,40.9,0.2,0.3,0.4,1.0,2.2,55.8,91.9,0.3,2.6,79.7,11.0,1610,29.3,9388,72.0,10.7,81900,7926,2.42,17153,28741,27.2,266,2707,-1.2,1151,1268,0.0,0.0,0.0,0.0,0.0,10.0,107619,36581,113222,5805,6302,3,881.41,22.4
01109,33389,33682,32899,1.5,2.4,32899,5.8,19.9,13.8,51.9,58.8,36.8,0.7,2.1,0.1,1.5,2.3,57.2,79.3,4.0,5.8,81.0,23.0,2516,18.7,15661,57.8,18.5,101000,12959,2.40,19715,33090,27.6,628,11009,1.4,1929,2527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,367926,12189,45692,71,672.09,48.9
01111,22539,22663,22914,-1.6,-1.1,22913,5.6,22.1,18.8,51.5,77.7,20.1,0.5,0.3,0.1,1.3,3.2,74.9,87.9,1.7,3.4,72.6,11.1,1598,26.8,11869,72.3,5.7,88600,9013,2.48,19830,35213,24.5,340,3481,0.0,1420,1550,7.1,0.0,0.0,0.0,0.0,0.0,401677,26751,161410,7209,9241,0,580.55,39.5
01113,59608,59430,52949,12.6,12.2,52947,7.8,25.2,12.2,51.0,53.8,42.3,0.5,0.8,0.3,2.3,4.9,50.3,81.7,2.2,5.0,80.4,16.0,5977,23.6,26411,61.3,19.8,104400,21142,2.60,19678,36143,22.0,783,10489,-1.9,3478,3823,33.9,0.0,0.0,0.0,1.0,32.4,0,0,428236,8526,56392,338,641.14,82.6
01115,86697,86244,83593,3.7,3.2,83593,6.2,23.2,14.7,50.1,88.1,9.3,0.4,0.8,0.1,1.3,2.3,86.2,86.8,1.8,2.5,82.0,15.5,6928,30.0,35483,81.5,5.1,134600,31353,2.63,23872,50786,15.2,1266,15265,1.0,5256,6061,2.4,1.0,1.4,0.0,0.0,28.1,985409,317458,581324,7404,70254,148,631.90,132.3
01117,206655,204196,195218,5.9,4.6,195085,6.1,24.7,12.4,51.2,84.4,11.8,0.4,2.1,0.1,1.3,6.0,78.8,86.6,6.0,8.3,91.2,40.3,13991,29.0,82471,79.0,12.1,193000,74144,2.64,33313,68770,7.9,4845,76137,2.1,15459,18393,5.7,0.6,0.0,0.0,2.0,30.5,1723017,4385596,2520488,13737,301893,759,784.93,248.5
01119,13166,13345,13763,-4.3,-3.0,13763,4.7,19.8,15.9,54.7,25.5,73.5,0.1,0.4,0.0,0.5,1.0,24.9,87.9,0.9,1.9,75.5,14.9,706,23.4,6708,64.7,16.3,74100,5060,2.57,14156,22186,38.0,202,2966,8.1,815,730,57.5,0.0,0.0,0.0,0.0,0.0,0,76499,59636,4494,8199,3,903.89,15.2
01121,81322,81339,82291,-1.2,-1.2,82291,5.6,22.4,15.7,51.3,65.5,32.3,0.4,0.4,0.0,1.4,2.2,63.8,85.0,1.6,2.8,78.9,13.0,6691,23.9,36930,71.2,11.6,92600,31486,2.50,19410,35439,22.9,1230,23763,4.8,4095,4872,0.0,0.0,1.5,0.0,0.0,26.6,9054200,0,730728,9113,67078,68,736.78,111.7
01123,41165,41221,41618,-1.1,-1.0,41616,5.8,21.4,19.0,51.5,70.9,27.1,0.4,0.5,0.0,1.1,2.5,69.0,86.0,1.9,2.9,79.2,16.3,3631,23.9,21953,72.2,10.1,94900,16373,2.49,21434,39130,19.8,721,10771,4.1,2434,3528,13.0,0.0,0.0,0.0,0.0,35.0,0,0,362304,8881,28222,12,716.52,58.1
01125,202212,200744,194653,3.9,3.1,194656,6.0,21.0,11.4,51.6,66.5,30.7,0.3,1.4,0.1,1.1,3.2,63.7,81.2,3.5,5.8,86.6,27.0,12198,21.8,86549,64.4,27.9,153300,67882,2.76,22637,45408,18.9,4009,72917,3.0,11368,14729,13.3,0.9,0.0,0.0,0.0,22.5,10852479,760623,2445850,13664,327429,1015,1321.76,147.3
01127,65471,65859,67023,-2.3,-1.7,67023,5.9,22.2,17.7,51.4,91.6,6.2,0.5,0.3,0.1,1.3,2.3,89.6,85.3,1.2,1.4,76.4,10.5,5353,29.3,30492,75.0,5.7,82100,25751,2.55,20698,37566,20.9,1250,15669,4.1,3577,5365,0.0,0.0,0.6,0.0,0.0,23.8,314804,256377,903643,13162,73895,10,791.19,84.7
01129,16834,16842,17583,-4.3,-4.2,17581,5.1,22.8,16.5,51.2,66.3,24.5,7.7,0.1,0.1,1.3,1.3,65.4,91.3,0.9,1.9,80.5,9.5,1025,31.8,8325,86.5,2.0,83900,6620,2.59,20395,42156,18.4,217,5756,-4.7,1042,1288,0.0,0.0,0.0,0.0,0.0,25.6,1153449,32856,76343,4458,0,0,1080.21,16.3
01131,11098,11262,11665,-4.9,-3.5,11670,5.8,25.3,17.0,52.3,27.9,71.2,0.2,0.1,0.0,0.6,0.9,27.5,93.8,0.1,0.9,76.1,11.1,462,21.6,5571,74.5,5.7,67000,3866,2.90,13379,23642,39.2,189,1738,-1.1,640,928,66.2,0.0,0.0,0.0,0.0,37.6,0,21337,75708,6018,12949,0,888.50,13.1
01133,24150,24187,24483,-1.4,-1.2,24484,4.9,21.0,19.6,51.0,96.5,0.9,0.8,0.3,0.2,1.3,2.7,94.4,83.4,1.1,1.8,72.7,10.4,1721,27.0,13311,74.9,5.3,82500,9489,2.52,18995,32900,24.0,439,6321,-4.3,1686,2380,0.0,0.0,0.0,0.0,0.0,19.6,797845,165638,166709,6853,16564,4,612.98,39.9
02000,736732,737259,710249,3.7,3.8,710231,7.5,25.6,9.0,47.6,67.3,3.9,14.7,5.8,1.2,7.1,6.6,62.5,80.3,7.0,16.2,91.6,27.5,71004,18.8,307399,63.8,24.0,241800,251899,2.75,32651,70760,9.9,20519,266627,3.3,53188,68728,1.5,10.0,3.1,0.3,0.0,25.9,8204030,4563605,9303387,13635,1851293,1079,570640.95,1.2
