item,fips,fcode
MAN450207,48405,6021
MAN450207,48407,6021
MAN450207,48411,6021
MAN450207,48413,6021
MAN450207,48415,6021
MAN450207,48417,6021
MAN450207,48421,6021
MAN450207,48425,6021
MAN450207,48427,6021
MAN450207,48429,6021
MAN450207,48431,6021
MAN450207,48433,6021
MAN450207,48435,6021
MAN450207,48437,6021
MAN450207,48443,6021
MAN450207,48445,6021
MAN450207,48447,6021
MAN450207,48455,6021
MAN450207,48457,6021
MAN450207,48461,6021
MAN450207,48465,6021
MAN450207,48475,6021
MAN450207,48483,6021
MAN450207,48489,6021
MAN450207,48493,6021
MAN450207,48495,6021
MAN450207,48501,6021
MAN450207,48505,6021
MAN450207,48507,6021
MAN450207,49001,6021
MAN450207,49007,6021
MAN450207,49009,6021
MAN450207,49013,6021
MAN450207,49015,6021
MAN450207,49017,6021
MAN450207,49019,6021
MAN450207,49023,6021
MAN450207,49025,6021
MAN450207,49027,6021
MAN450207,49029,6021
MAN450207,49031,6021
MAN450207,49033,6021
MAN450207,49037,6021
MAN450207,49039,6021
MAN450207,49041,6021
MAN450207,49043,6021
MAN450207,49047,6021
MAN450207,49051,6021
MAN450207,49055,6021
MAN450207,50013,6021
MAN450207,50015,6021
MAN450207,51007,6021
MAN450207,51013,6021
MAN450207,51017,6021
MAN450207,51027,6021
MAN450207,51029,6021
MAN450207,51033,6021
MAN450207,51036,6021
MAN450207,51045,6021
MAN450207,51049,6021
MAN450207,51051,6021
MAN450207,51063,6021
MAN450207,51065,6021
MAN450207,51073,6021
MAN450207,51075,6021
MAN450207,51079,6021
MAN450207,51091,6021
MAN450207,51097,6021
MAN450207,51099,6021
MAN450207,51101,6021
MAN450207,51103,6021
MAN450207,51105,6021
MAN450207,51113,6021
MAN450207,51115,6021
MAN450207,51119,6021
MAN450207,51125,6021
MAN450207,51127,6021
MAN450207,51135,6021
MAN450207,51145,6021
MAN450207,51147,6021
MAN450207,51157,6021
MAN450207,51159,6021
MAN450207,51181,6021
MAN450207,51183,6021
MAN450207,51195,6021
MAN450207,51570,6021
MAN450207,51600,6021
MAN450207,51620,6021
MAN450207,51630,6021
MAN450207,51678,6021
MAN450207,51685,6021
MAN450207,51735,6021
MAN450207,51830,6021
MAN450207,53003,6021
MAN450207,53013,6021
MAN450207,53017,6021
MAN450207,53019,6021
MAN450207,53023,6021
MAN450207,53043,6021
MAN450207,53047,6021
MAN450207,53055,6021
MAN450207,53059,6021
MAN450207,53069,6021
MAN450207,54001,6021
MAN450207,54005,6021
MAN450207,54007,6021
MAN450207,54013,6021
MAN450207,54015,6021
MAN450207,54017,6021
MAN450207,54021,6021
MAN450207,54023,6021
MAN450207,54027,6021
MAN450207,54041,6021
MAN450207,54043,6021
MAN450207,54047,6021
MAN450207,54051,6021
MAN450207,54059,6021
MAN450207,54063,6021
MAN450207,54065,6021
MAN450207,54071,6021
MAN450207,54075,6021
MAN450207,54087,6021
MAN450207,54089,6021
MAN450207,54091,6021
MAN450207,54093,6021
MAN450207,54101,6021
MAN450207,54105,6021
MAN450207,54109,6021
MAN450207,55001,6021
MAN450207,55007,6021
MAN450207,55011,6021
MAN450207,55037,6021
MAN450207,55041,6021
MAN450207,55051,6021
MAN450207,55078,6021
MAN450207,55091,6021
MAN450207,55125,6021
MAN450207,56001,6021
MAN450207,56003,6021
MAN450207,56007,6021
MAN450207,56009,6021
MAN450207,56011,6021
MAN450207,56013,6021
MAN450207,56017,6021
MAN450207,56019,6021
MAN450207,56027,6021
MAN450207,56031,6021
MAN450207,56033,6021
MAN450207,56035,6021
MAN450207,56039,6021
MAN450207,56041,6021
MAN450207,56043,6021
MAN450207,56045,6021
NES010212,15005,6004
WTN220207,02230,5047
WTN220207,02195,5090
WTN220207,02275,5090
WTN220207,02068,6021
WTN220207,06003,6021
WTN220207,08025,6021
WTN220207,08047,6021
WTN220207,08053,6021
WTN220207,13125,6021
WTN220207,13141,6021
WTN220207,13265,6021
WTN220207,15005,6021
WTN220207,16015,6021
WTN220207,16025,6021
WTN220207,16037,6021
WTN220207,16063,6021
WTN220207,17069,6021
WTN220207,17151,6021
WTN220207,21011,6021
WTN220207,21057,6021
WTN220207,21063,6021
WTN220207,21131,6021
WTN220207,21165,6021
WTN220207,21181,6021
WTN220207,21201,6021
WTN220207,21223,6021
WTN220207,28009,6021
WTN220207,30011,6021
WTN220207,30059,6021
WTN220207,30069,6021
WTN220207,30109,6021
WTN220207,31005,6021
WTN220207,31007,6021
WTN220207,31009,6021
WTN220207,31085,6021
WTN220207,31117,6021
WTN220207,32009,6021
WTN220207,32011,6021
WTN220207,32029,6021
WTN220207,35003,6021
WTN220207,35011,6021
WTN220207,35021,6021
WTN220207,35033,6021
WTN220207,35051,6021
WTN220207,36041,6021
WTN220207,38085,6021
WTN220207,38087,6021
WTN220207,46017,6021
WTN220207,46063,6021
WTN220207,46069,6021
WTN220207,46113,6021
WTN220207,47083,6021
WTN220207,47175,6021
WTN220207,48033,6021
WTN220207,48101,6021
WTN220207,48125,6021
WTN220207,48261,6021
WTN220207,48263,6021
WTN220207,48269,6021
WTN220207,48283,6021
WTN220207,48301,6021
WTN220207,48311,6021
WTN220207,48393,6021
WTN220207,48403,6021
WTN220207,49001,6021
WTN220207,49009,6021
WTN220207,49033,6021
WTN220207,49055,6021
WTN220207,53059,6021
WTN220207,54015,6021
WTN220207,55078,6021
RTN130207,02105,5047
RTN130207,02230,5047
RTN130207,02195,5090
RTN130207,02275,5090
RTN130207,15005,6021
RTN130207,28055,6021
RTN130207,31007,6021
RTN130207,38087,6021
RTN130207,48261,6021
RTN130207,48269,6021
RTN130207,48301,6021
RTN131207,02105,5047
RTN131207,02195,5090
AFN120207,02105,5047
AFN120207,02230,5047
AFN120207,02195,5090
AFN120207,02275,5090
AFN120207,02270,6021
AFN120207,13101,6021
AFN120207,13263,6021
AFN120207,15005,6021
AFN120207,28009,6021
AFN120207,28055,6021
AFN120207,31007,6021
AFN120207,31113,6021
AFN120207,31115,6021
AFN120207,48033,6021
AFN120207,48173,6021
AFN120207,48261,6021
AFN120207,48269,6021
BPS030213,02000,7022
BPS030213,23000,7022
BPS030213,26000,7022
BPS030213,35000,7022
BPS030213,41000,7022
